school	count
东京声专音乐学校（现昭和音乐艺术学院）	1
伦敦艺术大学油画系(2007年7月)	1
玉川大学艺术学部表演艺术学科	1
韩国中央大学公演影像学硕士	1
上海戏剧学院2004级表演系	1
延世大学（硕士）	1
湖南省广播电视大学	1
台中私立学校	1
朱拉隆功大学	1
汉阳大学 电视剧电影学科	1
仁川海洋科学高等学院	1
南京大学	1
